,Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (�),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,long,lat,street_number,route,neighborhood,postal_town,county,postal_code
10,02/01/2018,"Apt 70, Eustace Court, Coolinor",,Dublin,400882,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,-6.140987,53.2857423,,,Monkstown,,County Dublin,
11,03/01/2018,"1 Ballygossan Park, Golf Links Road, Skerries",,Dublin,348017,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,-6.1101504,53.5689993,,Golf Links Road,Holmpatrick,,County Dublin,K34 P048
12,03/01/2018,"10 SHANTALLA PARK, BEAUMONT, DUBLIN 9",Dublin 9,Dublin,360000,No,No,Second-Hand Dwelling house /Apartment,,-6.2357918,53.3869824,10,Shantalla Park,,,County Dublin,D09 EW93
13,03/01/2018,"14 Castleway, Kinsealy Lane, Malahide",,Dublin,729000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.1642507,53.4357572,14,Castleway,Broomfield,,County Dublin,
14,03/01/2018,"147 KILDARE RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,372000,No,No,Second-Hand Dwelling house /Apartment,,-6.304661,53.3248251,147,Kildare Road,,Dublin 12,County Dublin,D12 E7P2
15,03/01/2018,"16 AMBERFIELD, VERDEMONT, BLANCHARDSTOWN",,Dublin,203000,No,No,Second-Hand Dwelling house /Apartment,,-6.3932206,53.3879699,,Snugborough Road,,Dublin 15,County Dublin,
16,03/01/2018,"16 CLEARSTREAM COURT, MCKEE AVENUE, FINGLAS",Dublin 11,Dublin,200000,No,No,Second-Hand Dwelling house /Apartment,,-6.3002773,53.3929313,16,Clearstream Court,Finglas North,,County Dublin,
17,03/01/2018,"17 WOODSTOWN LANE, KNOCKLYON, DUBLIN 16",Dublin 16,Dublin,456000,No,No,Second-Hand Dwelling house /Apartment,,-6.3213432,53.2733849,17,Woodstown Lane,Ballycullen,Dublin 16,County Dublin,D16 XP70
18,03/01/2018,"20  Greenbank House, Cualanor, Upper Glenageary Road",,Dublin,273488,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.1403663,53.2823318,,,Honeypark,,County Dublin,
19,03/01/2018,"25 CASTLEKNOCK DOWNS, DUBLIN 15, DUBLIN",Dublin 15,Dublin,342000,No,No,Second-Hand Dwelling house /Apartment,,-6.3804799,53.3787267,25,Castleknock Downs,Blanchardstown,Dublin 15,County Dublin,D15 KC3V
20,03/01/2018,"28 LYMEWOODS MEWS, NORTHWOOD, SANTRY",,Dublin,269000,No,No,Second-Hand Dwelling house /Apartment,,-6.2580491,53.4027696,,Northwood Park,,Dublin 9,County Dublin,
21,03/01/2018,"36 LISSADEL DRIVE, DRIMAGH, DUBLIN 12",,Dublin,225000,No,No,Second-Hand Dwelling house /Apartment,,-6.3143192,53.3314135,36,Lissadel Drive,,,County Dublin,D12 CP76
22,03/01/2018,"40 HERBERT PARK, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,2725000,No,No,Second-Hand Dwelling house /Apartment,,-6.233061,53.3287637,40,Herbert Park,,,County Dublin,D04 R8F7
23,03/01/2018,"5 LAMBAY VIEW, RUSH, DUBLIN",,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment,,-6.0922412,53.5349353,5,Lambay View,Ballustree,,County Dublin,K56 R526
24,03/01/2018,"61 CROMCASTLE RD, KILMORE WEST, COOLOCK DUBLIN 5",Dublin 5,Dublin,302500,No,No,Second-Hand Dwelling house /Apartment,,-6.2210733,53.3962494,61,Cromcastle Road,Kilmore,Dublin 5,County Dublin,D05 RX64
25,03/01/2018,"63 ST BEGNETS VILLAS, DALKEY, DUBLIN",,Dublin,605000,No,No,Second-Hand Dwelling house /Apartment,,-6.1103523,53.278644,63,Saint Begnet's Villas,Dalkey,,County Dublin,A96 D922
26,03/01/2018,"65 COLLEGEFORT, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,245000,No,No,Second-Hand Dwelling house /Apartment,,-6.3734937,53.3695672,65,Collegefort,Castleknock,,Contae Bhaile Átha Cliath,
27,03/01/2018,"APT 11D METROPOLITAN APPARTMENTS, 67 INCHICORE ROAD, KILMAINHAM",,Dublin,281000,No,No,Second-Hand Dwelling house /Apartment,,-6.3146435,53.341694,,Inchicore Road,Kilmainham,Dublin 8,County Dublin,
28,03/01/2018,"APT 18, MARYLAND HOUSE BEECHFIELD HAVEN, SHANKILL",Dublin 18,Dublin,305000,No,No,Second-Hand Dwelling house /Apartment,,-6.1221247,53.2351593,2,Beechfield Haven,Shanganagh,,County Dublin,
29,03/01/2018,"APT 4, 39 LOWER DORSET ST, DUBLIN",Dublin 1,Dublin,197000,No,No,Second-Hand Dwelling house /Apartment,,-6.2609673,53.3597291,39,Dorset Street Lower,,Dublin 1,County Dublin,D01 F8K1
30,03/01/2018,"No. 3 Castlechurch Drive, Castlechurch, Newcastle",,Dublin,281939,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.4974629,53.3001744,3,Castlechurch Drive,Cornerpark,,County Dublin,D22 N2K5
31,04/01/2018,"1 MAPLE, HAZELDENE, DONNYBROOK DUBLIN 4",Dublin 4,Dublin,765000,No,No,Second-Hand Dwelling house /Apartment,,-6.2315287,53.323486,,Hazeldene,,,County Dublin,
32,04/01/2018,"1 PARK HOUSE, WILLANS DR, ONGAR GREEN DUBLIN 15",Dublin 15,Dublin,143000,No,No,Second-Hand Dwelling house /Apartment,,-6.2872878,53.3579055,191,North Circular Road,,,County Dublin,
33,04/01/2018,"101 COOLEY RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,290000,Yes,No,Second-Hand Dwelling house /Apartment,,-6.3216547,53.3287127,101,Cooley Road,,Dublin 12,County Dublin,D12 XY81
34,04/01/2018,"11 WARRENMOUNT PLACE, BLACKPITTS, DUBLIN 8",Dublin 8,Dublin,365000,No,No,Second-Hand Dwelling house /Apartment,,-6.2758466,53.336031,11,Warrenmount Place,,Dublin 8,County Dublin,D08 T1X0
35,04/01/2018,"120 DOWLAND RD, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,307000,No,No,Second-Hand Dwelling house /Apartment,,-6.3171407,53.318135,120,Dowland Road,Walkinstown,,County Dublin,D12 W5Y2
36,04/01/2018,"14 Willow House, Silverbanks, Baldoyle",Dublin 13,Dublin,219512.2,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,-6.1400036,53.401631,,Red Arches Avenue,,Dublin,County Dublin,
37,04/01/2018,"15 BROOKDALE RD, RIVERVALLEY, SWORDS",,Dublin,246346,No,No,Second-Hand Dwelling house /Apartment,,-6.2486793,53.4533754,15,Brookdale Road,Hilltown,,County Dublin,K67 V9D7
38,04/01/2018,"16 CRESTFIELD AVE, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,460000,No,No,Second-Hand Dwelling house /Apartment,,-6.2516813,53.386215,16,Crestfield Avenue,Whitehall,Dublin 9,County Dublin,D09 XH73
39,04/01/2018,"16 Grace Park Grove, Grace Park Wood, Grace Park Road",Dublin 9,Dublin,453744,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.2481507,53.3696192,,Grace Park Way,Drumcondra,,County Dublin,
40,04/01/2018,"16 ST JOSEPHS SQ, CLONTARF, DUBLIN 3",Dublin 3,Dublin,395000,No,No,Second-Hand Dwelling house /Apartment,,-6.1973656,53.3608239,16,Saint Joseph's Square,Clontarf,Dublin 3,County Dublin,D03 K237
41,04/01/2018,"180 BEAUVALE PARK, ARTANE, DUBLIN 5",Dublin 5,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment,,-6.2184142,53.3852956,180,Beauvale Park,,Dublin 5,County Dublin,D05 A9K5
42,04/01/2018,"21 CAIRNWOOD COURT, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,260000,No,No,Second-Hand Dwelling house /Apartment,,-6.387456,53.2935731,21,Cairnwood Court,Cookstown,,County Dublin,D24 Y9H6
43,04/01/2018,"21 THE PARK, BEAUMONT WOODS, BEAUMONT DUBLIN 9",Dublin 9,Dublin,420000,No,No,Second-Hand Dwelling house /Apartment,,-6.2298142,53.3899124,77,The Park,,Dublin 9,County Dublin,D09 T974
44,04/01/2018,"24 Stratton Drive, Adamstown Square, Adamstown",,Dublin,255506.6,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.4669294,53.339216,24,Stratton Drive,Finnstown,,County Dublin,K78 NY81
45,04/01/2018,"28 HAZELWOOD COURT, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment,,-6.4177913,53.3943906,28,Hazelwood Court,Huntstown,,County Dublin,D15 F3CN
46,04/01/2018,"32 ABBEY PARK, KILLESTER, DUBLIN 5",Dublin 5,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment,,-6.2095683,53.378152,32,Abbey Park,Clontarf West,Dublin 5,County Dublin,D05 H7N5
47,04/01/2018,"32 Dodderbrook Drive, Dublin 24",Dublin 24,Dublin,370000,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,-6.3414845,53.2689832,32,Dodderbrook Drive,Oldcourt,Dublin 24,County Dublin,D24 DE0R
48,04/01/2018,"35 Grace Park, Dromcondra, Dublin 9",,Dublin,440528,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,-6.2481507,53.3696192,,Grace Park Way,Drumcondra,,County Dublin,
49,04/01/2018,"365 CLOGHER ROAD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,270000,Yes,No,Second-Hand Dwelling house /Apartment,,-6.2853785,53.329245,365,Clogher Road,,Dublin 12,County Dublin,D12 DY23
50,04/01/2018,"38 The Green, The Paddocks, Hansfield",Dublin 15,Dublin,286343.6,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.4391348,53.3961029,,The Paddocks,Hansfield,,County Dublin,
51,04/01/2018,"39 THE RED MILL, NORTH BRUNSWICK ST, DUBLIN 7",Dublin 7,Dublin,203778,No,No,Second-Hand Dwelling house /Apartment,,-6.2780647,53.3504138,,Brunswick Street North,Smithfield,Dublin 7,County Dublin,
52,04/01/2018,"40A ARAS NA CLUAINE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,115000,No,No,Second-Hand Dwelling house /Apartment,,-6.3832399,53.3271536,,,Yellowmeadows,,County Dublin,
53,04/01/2018,"43 SILCHESTER PARK, GLENAGEARY, DUBLIN",,Dublin,700000,No,No,Second-Hand Dwelling house /Apartment,,-6.1331692,53.282454,43,Silchester Park,Glenageary,,County Dublin,A96 W9P6
54,04/01/2018,"5  Willow House, Silverbanks, The Coast",Dublin 13,Dublin,140969.16,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.1425607,53.4017278,,,,,,
55,04/01/2018,"61 BROOKFIELD EST, KIMMAGE CROSS RD, DUBLIN 12",Dublin 12,Dublin,445000,No,No,Second-Hand Dwelling house /Apartment,,-6.3001043,53.313197,61,Brookfield,,Dublin 12,County Dublin,D12 X2E4
56,04/01/2018,"65 CHRISTCHURCH VIEW, NICHOLAS ST, DUBLIN 8",Dublin 8,Dublin,345000,No,No,Second-Hand Dwelling house /Apartment,,-6.271268,53.3425185,,Nicholas Street,Wood Quay,Dublin 8,County Dublin,
57,04/01/2018,"8 Hamilton Hill, Barnageeragh Cove, Skerries",,Dublin,378854.62,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.141832,53.5843441,8,Hamilton Hill,Barnageera,,County Dublin,K34 PW29
58,04/01/2018,"9 THE PADDOCKS CRESCENT, ADAMSTOWN, LUCAN",,Dublin,240000,Yes,No,Second-Hand Dwelling house /Apartment,,-6.4595794,53.3473773,9,The Paddocks Crescent,Adamstown,,County Dublin,K78 H293
59,04/01/2018,"90 MOUNT GARRETT PARK, TYRRELSTOWN, DUBLIN 15",Dublin 15,Dublin,175000,No,No,Second-Hand Dwelling house /Apartment,,-6.3936798,53.423685,90,Mount Garrett Park,,,County Dublin,
60,04/01/2018,"Apt 89 Eustace Court, Cualanor, Upper Glenageary Road",,Dublin,422907.49,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.140987,53.2857423,,,Monkstown,,County Dublin,
61,04/01/2018,"APT 9 GROUND FLOOR, TIMBER MILL, ARTANE DUBLIN 5",Dublin 5,Dublin,249000,No,No,Second-Hand Dwelling house /Apartment,,-6.2113331,53.3853607,5,The Timber Mill,,,County Dublin,
62,04/01/2018,"MARYMOUNT HOUSE, DARDISTOWN, CLOGHRAN",,Dublin,635000,No,No,Second-Hand Dwelling house /Apartment,,-6.2376541,53.413634,,,Dardistown,,County Dublin,
63,05/01/2018,"11 Hollywood Rath Park, Hollystown",Dublin 15,Dublin,341409,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.3759736,53.4249095,11,Hollywoodrath Rise,Hollywoodrath,Dublin 15,County Dublin,D15 YY2H
64,05/01/2018,"12 Grace Park way, Grace Park Wood, Grace Park Road",Dublin 9,Dublin,418502.2,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.2481507,53.3696192,,Grace Park Way,Drumcondra,,County Dublin,
65,05/01/2018,"12 rathbeale grove, swords",,Dublin,286343,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,-6.2268722,53.46009,12,Rathbeale Grove,Swords Glebe,,County Dublin,K67 X0Y3
66,05/01/2018,"121 IVERAGH RD, GAELTACHT PARK, DUBLIN 9",Dublin 9,Dublin,193800,Yes,No,Second-Hand Dwelling house /Apartment,,-6.2476687,53.3823434,121,Iveragh Road,Whitehall,Dublin 9,County Dublin,D09 CX29
67,05/01/2018,"14 MCCABE VILLAS, BOOTERSTOWN, CO DUBLIN",,Dublin,403000,No,No,Second-Hand Dwelling house /Apartment,,-6.2035012,53.3044642,14,McCabe Villas,Booterstown,,County Dublin,A94 DK58
68,05/01/2018,"16 SPRINGBANK, SAGGART, DUBLIN",Dublin 24,Dublin,320000,No,No,Second-Hand Dwelling house /Apartment,,-6.4535567,53.281882,16,Springbank,Saggart,,County Dublin,D24 W273
69,05/01/2018,"19 GLANDORE RD, DRUMCONDRA, DUBLIN CITY",Dublin 9,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment,,-6.2392215,53.3739835,19,Glandore Road,Grace Park,Dublin 9,County Dublin,D09 C9X8
70,05/01/2018,"19 GRANGEVIEW PLACE, GRANGEVIEW, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,191000,No,No,Second-Hand Dwelling house /Apartment,,-6.4307414,53.3290673,,Grange View Road,Kilmahuddrick,Dublin 22,County Dublin,
71,05/01/2018,"19 MOUNT PROSPECT DR, CLONTARF, DUBLIN 3",Dublin 3,Dublin,765000,No,No,Second-Hand Dwelling house /Apartment,,-6.1841555,53.3683588,19,Mount Prospect Drive,Clontarf,Dublin 3,County Dublin,D03 FW28
72,05/01/2018,"19 PARK HOUSE, BENSON ST, DUBLIN 2",Dublin 2,Dublin,410000,No,No,Second-Hand Dwelling house /Apartment,,-6.2334697,53.3449372,,Benson Street,Dublin Docklands,Dublin 2,County Dublin,
73,05/01/2018,"2 SUNDALE PARADE, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,255000,No,No,Second-Hand Dwelling house /Apartment,,-6.40999,53.2833962,2,Sundale Parade,Jobstown,Baile Átha Cliath 24,County Dublin,D24 RK76
74,05/01/2018,"21 CASTLEGRANGE DR, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment,,-6.4302647,53.4003332,21,Castlegrange Drive,Castaheany,,County Dublin,D15 K0WR
75,05/01/2018,"21 DUNAWLEY DR, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,271000,No,No,Second-Hand Dwelling house /Apartment,,-6.4032351,53.3252598,21,Dunawley Drive,Bawnoges,Dublin 22,County Dublin,D22 WD26
76,05/01/2018,"26 DERRYNANE GARDENS, BATH AVE, SANDYMOUNT",Dublin 4,Dublin,580000,No,No,Second-Hand Dwelling house /Apartment,,-6.2285888,53.3376284,26,Derrynane Gardens,,,County Dublin,
77,05/01/2018,"27 Hampton Gardens Avenue, Balbriggan",,Dublin,221194,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.2017317,53.6076743,27,Hampton Gardens Avenue,Clogheder,,County Dublin,K32 TV06
78,05/01/2018,"33 HUNTSTOWN DRIVE, MULHUDDART, DUBLIN 15",Dublin 15,Dublin,261100,No,No,Second-Hand Dwelling house /Apartment,,-6.4106798,53.4007568,33,Huntstown Drive,Blakestown,Dublin 15,County Dublin,D15 ENN7
79,05/01/2018,"33 RAVENSDALE DR, KIMMAGE, DUBLIN 12",Dublin 12,Dublin,500000,No,No,Second-Hand Dwelling house /Apartment,,-6.2998772,53.3134994,33,Ravensdale Drive,,Dublin 12,County Dublin,D12 E248
80,05/01/2018,"39 SITRIC RD, STONEYBATTER, DUBLIN 7",Dublin 7,Dublin,335000,No,No,Second-Hand Dwelling house /Apartment,,-6.2850015,53.351424,39,Sitric Road,,Dublin 7,County Dublin,D07 P8Y9
81,05/01/2018,"39 The Green, The Paddocks, Hansfield",Dublin 15,Dublin,290748,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.4391348,53.3961029,,The Paddocks,Hansfield,,County Dublin,
82,05/01/2018,"4 THE CLOSE, WOODPARK, BALLINTEER DUBLIN 16",Dublin 16,Dublin,525000,No,No,Second-Hand Dwelling house /Apartment,,-6.2456175,53.2735407,4,The Close,Woodpark,Dublin 16,County Dublin,D16 KV77
83,05/01/2018,"40 LARKFIELD VIEW, LUCAN, DUBLIN",,Dublin,273000,No,No,Second-Hand Dwelling house /Apartment,,-6.4176912,53.3526978,40,Larkfield View,Ballyowen,,County Dublin,K78 DV74
84,05/01/2018,"43 LORCAN GROVE, SANTRY, DUBLIN 9",Dublin 9,Dublin,170000,Yes,No,Second-Hand Dwelling house /Apartment,,-6.2363689,53.3912642,43,Lorcan Grove,Whitehall,Dublin 9,County Dublin,D09 ET95
85,05/01/2018,"46 DUN EMER WAY LUSK, DUBLIN",,Dublin,193000,No,No,Second-Hand Dwelling house /Apartment,,-6.179504,53.527344,46,Dun Emer Way,Regles,,County Dublin,K45 W447
86,05/01/2018,"5 HARBOUR VIEW, HOWTH, DUBLIN 13",Dublin 13,Dublin,50000,Yes,No,Second-Hand Dwelling house /Apartment,,-6.067284,53.3861348,5,Harbour View,,,County Dublin,D13 PV34
87,05/01/2018,"6 ASHLEIGH COURT, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,281500,No,No,Second-Hand Dwelling house /Apartment,,-6.3673725,53.3800495,,Ashleigh Court,Castleknock,,County Dublin,
88,05/01/2018,"6 DEERPARK LODGE, KILTIPPER, DUBLIN 24",Dublin 24,Dublin,156500,No,No,Second-Hand Dwelling house /Apartment,,-6.3733648,53.2715196,24,Deerpark Avenue,Kiltipper,,County Dublin,
89,05/01/2018,"60 GRIFFITH PARADE, BALLYGALL RD EAST, DUBLIN 11",Dublin 11,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment,,-6.2819603,53.3828976,60,Griffith Parade,,Dublin 11,County Dublin,D11 W2K3
90,05/01/2018,"619 CLONARD RD, KIMMAGE, DUBLIN 12",Dublin 12,Dublin,652000,No,No,Second-Hand Dwelling house /Apartment,,-6.2988242,53.3172959,619,Clonard Road,,Dublin 12,County Dublin,D12 K4A3
91,05/01/2018,"69 ROCKFIELD AVE, TERENURE, DUBLIN 12",Dublin 12,Dublin,545000,No,No,Second-Hand Dwelling house /Apartment,,-6.3147772,53.3099852,69,Rockfield Avenue,Perrystown,,County Dublin,D12 KT68
92,05/01/2018,"8 GREAT COMMONS, LUSK VILLAGE, LUSK",,Dublin,231000,No,No,Second-Hand Dwelling house /Apartment,,-6.1603595,53.5280882,8,Great Commons,,,County Dublin,K45 FD73
93,05/01/2018,"83 B HEYTESBURY LANE, BALLSBRIDGE, DUBLIN 4",,Dublin,630000,No,No,Second-Hand Dwelling house /Apartment,,-6.2432086,53.3288297,83B,Heytesbury Lane,Ballsbridge,Dublin 4,County Dublin,D04 Y8C9
94,05/01/2018,"9 NEWTOWNSMITH, SANDYCOVE, DUBLIN",,Dublin,1300000,No,No,Second-Hand Dwelling house /Apartment,,-6.1241171,53.2883975,9,Newtownsmith,,,County Dublin,A96 YN15
95,05/01/2018,"9 POOLE ST, PIMBLICO, DUBLIN 8",Dublin 8,Dublin,120000,No,No,Second-Hand Dwelling house /Apartment,,-6.2817423,53.3393942,9,Poole Street,Saint Catherine's,Dublin 8,County Dublin,D08 P5KH
96,05/01/2018,"APT 102, ROYAL CANAL COURT, ROYAL CANAL WAY DUBLIN 15",Dublin 15,Dublin,215000,No,No,Second-Hand Dwelling house /Apartment,,-6.326178,53.3760835,,,,,County Dublin,
97,05/01/2018,"APT 12 SUTTON CASTLE, SHIELMARTIN ROAD, SUTTON",Dublin 13,Dublin,640000,No,No,Second-Hand Dwelling house /Apartment,,-6.0940572,53.3718809,,Shielmartin Road,Sutton South,Dublin 13,County Dublin,
98,05/01/2018,"APT 4, 4 CHARLEMONT TERRACE, CROFTON RD",,Dublin,440000,No,No,Second-Hand Dwelling house /Apartment,,-6.1374189,53.295157,,Crofton Road,Dún Laoghaire,,County Dublin,
99,05/01/2018,"Apt. No. 12 Greenbank House, Cualanor  Uppr. Glenageary Road",,Dublin,268721,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,-6.1426919,53.2827277,,Glenageary Road Upper,Honeypark,,County Dublin,
100,05/01/2018,"Apt. No. 14 Greenbank House, Cualanor  Uppr. Glenageary Road",,Dublin,268721,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,-6.1403663,53.2823318,,,Honeypark,,County Dublin,
101,05/01/2018,"APT.2 -  ST STEEVENS GATE, ST. JAMES STREET, DUBLIN 8",,Dublin,245000,No,No,Second-Hand Dwelling house /Apartment,,-6.2903194,53.3434805,8,James Street,The Liberties,Dublin 8,County Dublin,D08 E6P6
102,06/01/2018,"72 BRACKEN HILL, SANDYFORD, DUBLIN 18",Dublin 18,Dublin,212500,No,No,Second-Hand Dwelling house /Apartment,,-6.2364849,53.2697644,72,Bracken Hill,,,County Dublin,
103,07/01/2018,"55 PARNELL SQUARE WEST, ROTUNDA, DUBLIN 1",,Dublin,554178,No,No,Second-Hand Dwelling house /Apartment,,-6.26359,53.3520326,55,Parnell Square West,Rotunda,Dublin 1,County Dublin,
104,07/01/2018,"APT 1, 6 BELVEDERE PLACE, DUBLIN 1",,Dublin,585911,No,No,Second-Hand Dwelling house /Apartment,,-6.2572739,53.3580652,6,Belvedere Place,Mountjoy,Dublin 1,County Dublin,D01 W654
105,08/01/2018,"10 ROBERT ST, DUBLIN 8, DUBLIN",Dublin 8,Dublin,190000,No,No,Second-Hand Dwelling house /Apartment,,-6.2860682,53.3398751,10,Robert Street,Saint Catherine's,Dublin 8,County Dublin,
106,08/01/2018,"10 THE MOORINGS, PORTOBELLO HARBOUR, DUBLIN 8",Dublin 8,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment,,-6.2666846,53.3304843,,Portobello Harbour,Saint Kevin's,Dublin 8,County Dublin,D08 R2N2
107,08/01/2018,"108 WHEATFIELD RD, PALMERSTOWN, DUBLIN 20",Dublin 20,Dublin,230000,Yes,No,Second-Hand Dwelling house /Apartment,,-6.3678165,53.3489889,108,Wheatfield Road,Redcowfarm,Dublin 20,County Dublin,D20 WK61
108,08/01/2018,"11 ELTON COURT, SANDYCOVE, DUBLIN",,Dublin,750000,No,No,Second-Hand Dwelling house /Apartment,,-6.1131601,53.2845814,11,Elton Court,,,County Dublin,A96 FK59
109,08/01/2018,"12 ALEXANDRA WALK, PETER ST, DUBLIN 8",Dublin 8,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment,,-6.2723697,53.3312327,12,Alexandra Terrace,Portobello,Dublin 8,County Dublin,
110,08/01/2018,"12 Beechwood Gate, Beechwood, Hansfield",Dublin 15,Dublin,301101,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.4463171,53.3930625,12,Beechwood Gate,Hansfield,Dublin 15,County Dublin,D15 XN5F
111,08/01/2018,"12 Hamilton Hill, Barnageeragh Cove, Skerries",,Dublin,378900,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.1415295,53.5841523,12,Hamilton Hill,Barnageera,,County Dublin,K34 YF98
112,08/01/2018,"12 HIGH ST, BALBRIGGAN, DUBLIN",Dublin 15,Dublin,200000,No,No,Second-Hand Dwelling house /Apartment,,-6.1818256,53.6093724,12,High Street,Balbriggan,,County Dublin,K32 V088
